Protein,CRC01-N,CRC01-T,CRC02-N_fixed
FMN2,89.0,88.0,133.0
FMNL1,122.0,138.0,155.0
FMNL2,106.0,114.0,160.0
FMNL3,133.0,118.0,174.0
FMO1,46.0,50.0,69.0
FMO2,66.0,81.0,87.0
FMO3,55.0,54.0,57.0
FMO4,56.0,59.0,75.0
FMO5,61.0,63.0,76.0
FMO6P,52.0,52.0,60.0
FMOD,18.0,22.0,21.0
FMR1,62.0,75.0,96.0
FMR1NB,15.0,17.0,21.0
FN1,143.0,160.0,222.0
FN3K,41.0,43.0,46.0
FN3KRP,32.0,32.0,39.0
FNBP1,71.0,74.0,96.0
FNBP1L,72.0,81.0,111.0
FNBP4,63.0,57.0,79.0
FNDC1,168.0,163.0,219.0
FNDC10,12.0,12.0,23.0
FNDC11,26.0,31.0,37.0
FNDC3A,93.0,112.0,122.0
FNDC3B,86.0,87.0,143.0
FNDC4,10.0,12.0,12.0
FNDC5,10.0,18.0,17.0
FNDC7,42.0,43.0,46.0
FNDC8,20.0,23.0,32.0
FNDC9,14.0,17.0,28.0
FNIP1,94.0,106.0,148.0
FNIP2,112.0,118.0,150.0
FNTA,39.0,38.0,72.0
FNTB,33.0,30.0,44.0
FOCAD,166.0,193.0,212.0
FOLH1,73.0,68.0,100.0
FOLH1B,18.0,17.0,25.0
FOLR1,29.0,27.0,28.0
FOLR2,28.0,32.0,41.0
FOLR3,15.0,19.0,22.0
FOS,20.0,22.0,23.0
FOSB,13.0,14.0,18.0
FOSL1,12.0,12.0,20.0
FOSL2,24.0,30.0,42.0
FOXA1,32.0,36.0,41.0
FOXA2,14.0,16.0,25.0
FOXA3,7.0,6.0,9.0
FOXB1,23.0,25.0,29.0
FOXB2,12.0,18.0,22.0
FOXC1,13.0,16.0,34.0
FOXC2,31.0,29.0,34.0
FOXD1,4.0,5.0,4.0
FOXD2,19.0,19.0,35.0
FOXD3,10.0,11.0,13.0
FOXD4,28.0,26.0,38.0
FOXD4L1,19.0,25.0,30.0
FOXD4L3,1.0,,
FOXD4L4,12.0,11.0,18.0
FOXD4L5,2.0,2.0,4.0
FOXD4L6,35.0,34.0,47.0
FOXE1,28.0,28.0,36.0
FOXE3,24.0,28.0,40.0
FOXF1,12.0,13.0,19.0
FOXF2,15.0,14.0,16.0
FOXG1,31.0,32.0,42.0
FOXH1,22.0,18.0,32.0
FOXI1,18.0,15.0,23.0
FOXI2,7.0,7.0,12.0
FOXI3,26.0,28.0,39.0
FOXJ1,25.0,21.0,27.0
FOXJ2,37.0,32.0,54.0
FOXJ3,22.0,28.0,34.0
FOXK1,60.0,62.0,89.0
FOXK2,40.0,40.0,61.0
FOXL1,40.0,38.0,54.0
FOXL2,26.0,27.0,40.0
FOXL2NB,15.0,14.0,13.0
FOXL3,25.0,31.0,36.0
FOXM1,81.0,90.0,106.0
FOXN1,36.0,35.0,49.0
FOXN2,51.0,44.0,64.0
FOXN3,38.0,31.0,55.0
FOXN4,28.0,29.0,32.0
FOXO1,28.0,19.0,30.0
FOXO3,31.0,28.0,42.0
FOXO3B,18.0,18.0,18.0
FOXO4,30.0,34.0,47.0
FOXO6,10.0,13.0,18.0
FOXP1,63.0,61.0,77.0
FOXP2,27.0,31.0,54.0
FOXP3,46.0,56.0,72.0
FOXP4,50.0,60.0,70.0
FOXQ1,19.0,23.0,38.0
FOXR1,18.0,18.0,22.0
FOXR2,23.0,22.0,40.0
FOXRED1,22.0,21.0,34.0
FOXRED2,61.0,65.0,79.0
FOXS1,14.0,16.0,25.0
FP248,11.0,10.0,16.0
FPGS,55.0,58.0,66.0
FPGT,65.0,60.0,83.0
FPR1,13.0,15.0,22.0
FPR2,5.0,5.0,8.0
FPR3,12.0,11.0,14.0
FRA10AC1,45.0,56.0,62.0
FRAS1,277.0,298.0,358.0
FRAT1,18.0,12.0,23.0
FRAT2,17.0,16.0,21.0
FREM1,213.0,216.0,315.0
FREM2,235.0,249.0,357.0
FREM3,147.0,153.0,215.0
FREY1,6.0,7.0,10.0
FRG1,24.0,25.0,32.0
FRG2,19.0,19.0,26.0
FRG2B,6.0,4.0,8.0
FRG2C,16.0,16.0,20.0
FRK,40.0,47.0,82.0
FRMD1,65.0,61.0,106.0
FRMD3,75.0,68.0,94.0
FRMD4A,123.0,113.0,161.0
FRMD4B,111.0,114.0,157.0
FRMD5,78.0,78.0,99.0
FRMD6,91.0,97.0,119.0
FRMD6-AS1,64.0,64.0,70.0
FRMD7,82.0,92.0,109.0
FRMD8,48.0,55.0,65.0
FRMD8P1,31.0,36.0,48.0
FRMPD1,149.0,141.0,226.0
FRMPD2,134.0,136.0,202.0
FRMPD2B,4.0,3.0,6.0
FRMPD3,231.0,236.0,309.0
FRMPD4,150.0,164.0,195.0
FRRS1,50.0,50.0,81.0
FRRS1L,20.0,27.0,38.0
FRS2,45.0,51.0,63.0
FRS3,41.0,45.0,57.0
FRY,269.0,288.0,381.0
FRYL,278.0,289.0,362.0
FRZB,27.0,32.0,42.0
FSAF1,40.0,38.0,42.0
FSBP,28.0,29.0,40.0
FSCB,38.0,35.0,63.0
FSCN1,50.0,52.0,62.0
FSCN2,67.0,73.0,84.0
FSCN3,48.0,43.0,50.0
FSD1,40.0,50.0,62.0
FSD1L,33.0,34.0,52.0
FSD2,66.0,70.0,94.0
FSHB,16.0,16.0,18.0
FSHR,50.0,63.0,82.0
FSIP1,49.0,51.0,68.0
FSIP2,778.0,810.0,1042.0
FST,25.0,25.0,32.0
FSTL1,23.0,27.0,46.0
FSTL3,15.0,16.0,17.0
FSTL4,89.0,96.0,122.0
FSTL5,106.0,93.0,152.0
FTCD,40.0,37.0,55.0
FTCDNL1,16.0,18.0,21.0
FTH1,26.0,22.0,35.0
FTH1P19,14.0,12.0,26.0
FTHL17,6.0,11.0,19.0
FTL,25.0,21.0,32.0
FTMT,23.0,32.0,28.0
FTO,54.0,46.0,70.0
FTSJ1,4.0,8.0,12.0
FTSJ3,62.0,56.0,73.0
FUBP1,65.0,73.0,84.0
FUBP3,54.0,60.0,88.0
FUCA1,46.0,52.0,66.0
FUCA2,34.0,35.0,51.0
FUNDC1,4.0,6.0,5.0
FUNDC2,18.0,22.0,19.0
FUOM,5.0,7.0,13.0
FURIN,69.0,68.0,83.0
FUS,33.0,26.0,57.0
FUT1,49.0,50.0,53.0
FUT2,22.0,27.0,40.0
FUT3,39.0,42.0,62.0
FUT4,48.0,57.0,71.0
FUT5,10.0,10.0,18.0
FUT6,32.0,28.0,32.0
FUT7,47.0,45.0,56.0
FUT8,61.0,64.0,87.0
FUT9,41.0,38.0,66.0
FUZ,15.0,21.0,25.0
FXN,24.0,28.0,43.0
FXR1,78.0,69.0,115.0
FXR2,68.0,70.0,88.0
FXYD1,3.0,8.0,9.0
FXYD2,8.0,10.0,9.0
FXYD3,6.0,5.0,6.0
FXYD4,10.0,6.0,8.0
FXYD5,8.0,5.0,11.0
FXYD6,4.0,4.0,11.0
FXYD6P3,8.0,9.0,18.0
FXYD7,7.0,5.0,8.0
FYB1,91.0,92.0,112.0
FYB2,85.0,94.0,122.0
FYCO1,219.0,237.0,316.0
FYN,50.0,62.0,76.0
FYTTD1,35.0,38.0,55.0
FZD1,26.0,25.0,40.0
FZD10,33.0,33.0,57.0
FZD2,20.0,23.0,30.0
FZD3,47.0,54.0,68.0
FZD4,15.0,13.0,21.0
FZD5,25.0,22.0,40.0
FZD6,57.0,53.0,65.0
FZD7,32.0,38.0,39.0
FZD8,26.0,33.0,51.0
FZD9,27.0,28.0,41.0
FZR1,48.0,50.0,82.0
G0S2,5.0,8.0,13.0
G2E3,88.0,91.0,105.0
G3BP1,42.0,42.0,54.0
G3BP2,35.0,42.0,55.0
G6PC1,15.0,17.0,26.0
G6PC2,9.0,17.0,17.0
G6PC3,8.0,8.0,13.0
G6PD,91.0,83.0,117.0
GAA,69.0,64.0,79.0
GAB1,77.0,71.0,93.0
GAB2,73.0,59.0,96.0
GAB3,66.0,58.0,90.0
GAB4,28.0,27.0,33.0
GABARAP,3.0,4.0,1.0
GABARAPL1,,,4.0
GABARAPL2,14.0,14.0,19.0
GABARAPL3,2.0,3.0,3.0
GABBR1,89.0,96.0,135.0
GABBR2,93.0,103.0,115.0
GABPA,52.0,52.0,65.0
GABPB1,24.0,19.0,27.0
GABPB2,16.0,24.0,21.0
GABRA1,26.0,24.0,40.0
GABRA2,19.0,18.0,22.0
GABRA3,50.0,50.0,56.0
GABRA4,80.0,80.0,111.0
GABRA5,20.0,24.0,39.0
GABRA6,40.0,42.0,54.0
GABRB1,48.0,42.0,50.0
GABRB2,30.0,24.0,34.0
GABRB3,24.0,27.0,26.0
GABRD,48.0,49.0,66.0
GABRE,46.0,46.0,53.0
GABRG1,27.0,33.0,36.0
GABRG2,18.0,17.0,32.0
GABRG3,36.0,36.0,49.0
GABRP,42.0,39.0,55.0
GABRQ,51.0,42.0,63.0
GABRR1,46.0,52.0,58.0
GABRR2,57.0,57.0,64.0
GABRR3,36.0,38.0,46.0
GAD1,56.0,62.0,82.0
GAD2,51.0,56.0,79.0
GADD45A,17.0,18.0,28.0
GADD45B,11.0,9.0,9.0
GADD45G,12.0,12.0,25.0
GADD45GIP1,26.0,31.0,33.0
GADL1,60.0,54.0,83.0
GAFA1,16.0,17.0,17.0
GAGE1,,1.0,1.0
GAGE10,2.0,1.0,5.0
GAGE12H,,,4.0
GAGE12J,,,2.0
GAGE2A,3.0,3.0,5.0
GAGE2B,3.0,5.0,4.0
GAGE5,4.0,4.0,5.0
GAGE7,8.0,8.0,7.0
GAK,145.0,138.0,198.0
GAL,12.0,12.0,13.0
GAL3ST1,43.0,47.0,60.0
GAL3ST2,53.0,61.0,73.0
GAL3ST3,38.0,46.0,49.0
GAL3ST4,66.0,61.0,84.0
GALC,54.0,56.0,71.0
GALE,24.0,30.0,35.0
GALK1,41.0,37.0,53.0
GALK2,33.0,34.0,36.0
GALM,17.0,18.0,40.0
GALNS,33.0,37.0,53.0
GALNT1,74.0,79.0,96.0
GALNT10,77.0,82.0,95.0
GALNT11,56.0,59.0,92.0
GALNT12,66.0,61.0,99.0
GALNT13,55.0,54.0,86.0
GALNT14,39.0,49.0,54.0
GALNT15,46.0,52.0,68.0
GALNT16,39.0,42.0,58.0
GALNT17,87.0,100.0,121.0
GALNT18,42.0,47.0,63.0
GALNT2,62.0,74.0,82.0
GALNT3,56.0,67.0,83.0
GALNT4,67.0,74.0,89.0
GALNT5,112.0,108.0,133.0
GALNT6,56.0,54.0,99.0
GALNT7,78.0,77.0,104.0
GALNT8,44.0,50.0,71.0
GALNT9,40.0,32.0,51.0
GALNTL5,48.0,53.0,69.0
GALNTL6,57.0,60.0,71.0
GALP,8.0,8.0,14.0
GALR1,6.0,7.0,9.0
GALR2,18.0,16.0,15.0
GALR3,18.0,23.0,22.0
GALT,33.0,40.0,51.0
GAMT,22.0,22.0,29.0
GAN,80.0,81.0,99.0
GANAB,77.0,72.0,103.0
GANC,81.0,79.0,97.0
GAP43,25.0,30.0,38.0
GAPDH,12.0,11.0,20.0
GAPDHS,34.0,26.0,39.0
GAPT,8.0,7.0,10.0
GAPVD1,128.0,133.0,172.0
GAR1,27.0,29.0,25.0
GAREM1,98.0,96.0,132.0
GAREM2,69.0,79.0,104.0
GARIN1A,5.0,4.0,5.0
GARIN1B,41.0,41.0,51.0
GARIN2,33.0,43.0,59.0
GARIN3,30.0,35.0,57.0
GARIN4,33.0,34.0,48.0
GARIN5A,17.0,20.0,24.0
GARIN5B,97.0,106.0,127.0
GARIN6,23.0,20.0,26.0
GARNL3,73.0,75.0,109.0
GARRE1,69.0,83.0,119.0
GARS1,62.0,68.0,98.0
GART,100.0,94.0,137.0
GAS1,27.0,25.0,46.0
GAS2,49.0,51.0,63.0
GAS2L1,71.0,66.0,105.0
GAS2L2,93.0,82.0,132.0
GAS2L3,97.0,97.0,124.0
GAS6,90.0,86.0,109.0
GAS7,41.0,41.0,50.0
GAS8-AS1,14.0,19.0,20.0
GASK1A,48.0,49.0,78.0
GASK1B,58.0,58.0,90.0
GAST,15.0,12.0,17.0
GATA1,18.0,16.0,25.0
GATA2,31.0,33.0,46.0
GATA3,14.0,13.0,41.0
GATA4,15.0,15.0,34.0
GATA5,19.0,23.0,42.0
GATA6,40.0,39.0,48.0
GATAD1,18.0,21.0,34.0
GATAD2A,91.0,97.0,123.0
GATAD2B,56.0,57.0,83.0
GATB,40.0,52.0,65.0
GATC,11.0,8.0,16.0
GATD1,11.0,10.0,16.0
GATD3,25.0,22.0,35.0
GATM,40.0,34.0,68.0
GBA1,49.0,56.0,62.0
GBA2,84.0,88.0,119.0
GBA3,39.0,34.0,53.0
GBE1,95.0,97.0,120.0
GBF1,191.0,187.0,248.0
GBGT1,31.0,31.0,34.0
GBP1,58.0,58.0,63.0
GBP2,46.0,42.0,58.0
GBP3,45.0,47.0,67.0
GBP4,46.0,48.0,58.0
GBP5,66.0,72.0,79.0
GBP6,80.0,75.0,92.0
GBP7,47.0,53.0,72.0
GBX1,6.0,9.0,11.0
GBX2,36.0,34.0,35.0
GC,36.0,38.0,57.0
GCA,20.0,21.0,26.0
GCAT,31.0,33.0,52.0
GCC1,139.0,126.0,171.0
GCC2,286.0,318.0,394.0
GCDH,40.0,37.0,47.0
GCFC2,92.0,95.0,128.0
GCG,36.0,36.0,41.0
GCGR,20.0,25.0,32.0
GCH1,36.0,34.0,49.0
GCHFR,3.0,4.0,12.0
GCK,71.0,66.0,95.0
GCKR,58.0,55.0,84.0
GCLC,81.0,81.0,117.0
GCLM,11.0,12.0,19.0
GCM1,25.0,27.0,34.0
GCM2,34.0,36.0,58.0
GCN1,344.0,335.0,452.0
GCNA,48.0,50.0,66.0
GCNT1,56.0,58.0,81.0
GCNT2,55.0,54.0,63.0
GCNT3,81.0,78.0,99.0
GCNT4,62.0,69.0,90.0
GCNT7,55.0,46.0,77.0
GCRG224,3.0,8.0,7.0
GCSAM,17.0,17.0,28.0
GCSAML,16.0,18.0,15.0
GCSH,17.0,22.0,20.0
GDA,47.0,46.0,75.0
GDAP1,37.0,39.0,40.0
GDAP1L1,33.0,32.0,53.0
GDAP2,43.0,42.0,45.0
GDE1,28.0,28.0,41.0
GDF1,23.0,23.0,36.0
GDF10,32.0,36.0,43.0
GDF11,40.0,45.0,53.0
GDF15,37.0,39.0,42.0
GDF2,54.0,50.0,80.0
GDF3,45.0,50.0,55.0
GDF5,49.0,51.0,60.0
GDF5-AS1,27.0,31.0,35.0
GDF6,48.0,55.0,60.0
GDF7,32.0,31.0,53.0
GDF9,44.0,58.0,55.0
GDI1,43.0,56.0,69.0
GDI2,40.0,50.0,66.0
GDNF,9.0,9.0,7.0
GDPD1,51.0,59.0,62.0
GDPD2,40.0,35.0,46.0
GDPD3,22.0,26.0,39.0
GDPD4,48.0,45.0,51.0
GDPD5,31.0,34.0,47.0
GDPGP1,31.0,29.0,41.0
GEM,29.0,28.0,25.0
GEMIN2,12.0,11.0,29.0
GEMIN4,88.0,91.0,125.0
GEMIN5,167.0,179.0,202.0
GEMIN6,21.0,21.0,28.0
GEMIN7,12.0,16.0,20.0
GEMIN8,24.0,24.0,28.0
GEN1,82.0,77.0,124.0
GET1,16.0,18.0,18.0
GET3,28.0,33.0,48.0
GET4,24.0,27.0,47.0
GFAP,78.0,85.0,124.0
GFER,20.0,21.0,34.0
GFI1,44.0,46.0,71.0
GFI1B,37.0,44.0,44.0
GFM1,89.0,92.0,113.0
GFM2,85.0,100.0,122.0
GFOD1,27.0,34.0,46.0
GFOD2,33.0,39.0,43.0
GFPT1,65.0,67.0,99.0
GFPT2,92.0,85.0,115.0
GFRA1,47.0,45.0,68.0
GFRA2,56.0,60.0,70.0
GFRA3,39.0,46.0,58.0
GFRA4,22.0,19.0,20.0
GFRAL,25.0,26.0,42.0
GFUS,53.0,55.0,65.0
GFY,42.0,38.0,65.0
GGA1,38.0,37.0,42.0
GGA2,57.0,53.0,75.0
GGA3,47.0,52.0,62.0
GGACT,12.0,13.0,15.0
GGCT,29.0,24.0,41.0
GGCX,38.0,45.0,55.0
GGH,34.0,43.0,46.0
GGN,46.0,49.0,54.0
GGNBP1,15.0,18.0,20.0
GGNBP2,72.0,79.0,95.0
GGPS1,52.0,51.0,68.0
GGT1,26.0,25.0,22.0
GGT2P,10.0,12.0,21.0
GGT3P,56.0,73.0,68.0
GGT5,53.0,58.0,59.0
GGT6,11.0,13.0,14.0
GGT7,36.0,36.0,47.0
GGTA1,4.0,3.0,5.0
GGTLC1,6.0,7.0,17.0
GGTLC2,5.0,7.0,7.0
GGTLC3,2.0,2.0,3.0
GH1,13.0,17.0,23.0
GH2,20.0,25.0,35.0
GHDC,39.0,37.0,69.0
GHITM,35.0,34.0,39.0
GHR,33.0,26.0,39.0
GHRH,9.0,10.0,13.0
GHRHR,22.0,33.0,26.0
GHRL,5.0,12.0,14.0
GHSR,17.0,15.0,14.0
GID4,16.0,18.0,22.0
GID8,24.0,31.0,37.0
GIG44,13.0,13.0,18.0
GIGYF1,80.0,82.0,104.0
GIGYF2,99.0,104.0,149.0
GIMAP1,46.0,52.0,55.0
GIMAP2,38.0,45.0,71.0
GIMAP4,22.0,20.0,32.0
GIMAP5,40.0,40.0,52.0
GIMAP6,19.0,26.0,35.0
GIMAP7,28.0,31.0,41.0
GIMAP8,117.0,118.0,156.0
GIMD1,28.0,33.0,39.0
GIN1,38.0,37.0,49.0
GINM1,57.0,52.0,61.0
GINS1,18.0,29.0,37.0
GINS2,24.0,25.0,27.0
GINS3,24.0,26.0,27.0
GINS4,34.0,40.0,51.0
GIP,18.0,21.0,24.0
GIPC1,32.0,40.0,43.0
GIPC2,27.0,36.0,45.0
GIPC3,26.0,32.0,40.0
GIPR,37.0,41.0,49.0
GIT1,80.0,80.0,91.0
GIT2,80.0,80.0,97.0
GJA1,32.0,39.0,44.0
GJA10,19.0,20.0,52.0
GJA3,27.0,29.0,40.0
GJA4,13.0,12.0,23.0
GJA5,21.0,22.0,34.0
GJA8,20.0,24.0,36.0
GJA9,47.0,40.0,68.0
GJB1,12.0,14.0,23.0
GJB2,7.0,6.0,9.0
GJB3,34.0,33.0,54.0
GJB4,28.0,27.0,26.0
GJB5,31.0,30.0,47.0
GJB6,13.0,15.0,18.0
GJB7,20.0,19.0,25.0
GJC1,31.0,32.0,52.0
GJC2,47.0,49.0,74.0
GJC3,25.0,28.0,33.0
GJD2,33.0,33.0,36.0
GJD3,9.0,14.0,17.0
GJD4,17.0,20.0,30.0
GJE1,25.0,26.0,37.0
GK,53.0,56.0,74.0
GK2,43.0,47.0,63.0
GK3,7.0,6.0,9.0
GK5,41.0,53.0,50.0
GKAP1,51.0,51.0,77.0
GKN1,14.0,17.0,20.0
GKN2,20.0,20.0,17.0
GKN3P,12.0,11.0,14.0
GLA,48.0,53.0,70.0
GLB1,44.0,50.0,76.0
GLB1L,49.0,45.0,68.0
GLB1L2,35.0,33.0,53.0
GLB1L3,69.0,66.0,89.0
GLCCI1,48.0,51.0,65.0
GLCE,74.0,73.0,109.0
GLDC,78.0,84.0,127.0
GLDN,80.0,78.0,95.0
GLE1,104.0,93.0,118.0
GLG1,167.0,179.0,213.0
GLI1,83.0,81.0,115.0
GLI2,90.0,104.0,131.0
GLI3,75.0,78.0,125.0
GLI4,51.0,48.0,70.0
GLIPR1,20.0,18.0,26.0
GLIPR1L1,21.0,23.0,25.0
GLIPR1L2,38.0,40.0,50.0
GLIPR2,14.0,21.0,23.0
GLIS1,38.0,34.0,53.0
GLIS2,24.0,32.0,44.0
GLIS3,26.0,21.0,43.0
GLMN,72.0,69.0,85.0
GLMP,8.0,11.0,20.0
GLO1,21.0,25.0,25.0
GLOD4,42.0,36.0,62.0
GLOD5,24.0,22.0,44.0
GLP1R,24.0,24.0,42.0
GLP2R,42.0,47.0,52.0
GLRA1,32.0,37.0,44.0
GLRA2,36.0,40.0,46.0
GLRA3,36.0,43.0,64.0
GLRB,49.0,50.0,52.0
GLRX,10.0,16.0,19.0
GLRX2,18.0,16.0,15.0
GLRX3,51.0,48.0,58.0
GLRX5,19.0,20.0,20.0
GLS,71.0,83.0,93.0
GLS2,87.0,81.0,100.0
GLT1D1,33.0,33.0,43.0
GLT6D1,30.0,32.0,47.0
GLT8D1,30.0,30.0,65.0
GLT8D2,21.0,24.0,28.0
GLTP,31.0,31.0,39.0
GLTPD2,28.0,29.0,43.0
GLUD1,94.0,97.0,131.0
GLUD2,52.0,55.0,51.0
GLUL,33.0,33.0,41.0
GLYAT,28.0,32.0,41.0
GLYATL1,22.0,26.0,33.0
GLYATL1B,27.0,35.0,41.0
GLYATL2,42.0,37.0,52.0
GLYATL3,26.0,37.0,53.0
GLYCTK,33.0,34.0,35.0
GLYR1,64.0,57.0,87.0
GM2A,7.0,8.0,17.0
GMCL1,38.0,30.0,47.0
GMCL2,62.0,61.0,92.0
GMDS,48.0,41.0,77.0
GMEB1,19.0,16.0,27.0
GMEB2,27.0,27.0,34.0
GMFB,20.0,16.0,22.0
GMFG,32.0,29.0,33.0
GMIP,88.0,86.0,144.0
GML,10.0,12.0,10.0
GMNC,36.0,35.0,51.0
GMNN,6.0,12.0,22.0
GMPPA,24.0,28.0,40.0
GMPPB,29.0,29.0,45.0
GMPR,23.0,31.0,33.0
GMPR2,27.0,27.0,39.0
GMPS,76.0,86.0,143.0
GNA11,33.0,26.0,42.0
GNA12,36.0,41.0,56.0
GNA13,56.0,57.0,75.0
GNA14,60.0,56.0,69.0
GNA15,55.0,45.0,67.0
GNAI1,15.0,20.0,26.0
GNAI2,34.0,37.0,61.0
GNAI3,46.0,47.0,53.0
GNAL,47.0,52.0,61.0
GNAO1,33.0,34.0,45.0
GNAQ,18.0,25.0,41.0
GNAS,160.0,161.0,211.0
GNAT1,31.0,29.0,41.0
GNAT2,18.0,20.0,28.0
GNAT3,45.0,52.0,57.0
GNAZ,32.0,31.0,42.0
GNB1,27.0,31.0,31.0
GNB1L,39.0,42.0,53.0
GNB2,19.0,18.0,21.0
GNB3,18.0,23.0,31.0
GNB4,22.0,25.0,33.0
GNB5,22.0,21.0,39.0
GNE,76.0,82.0,102.0
GNG10,9.0,12.0,19.0
GNG11,9.0,7.0,11.0
GNG12,19.0,17.0,23.0
GNG13,15.0,15.0,18.0
GNG14,9.0,7.0,11.0
GNG2,7.0,6.0,10.0
GNG3,7.0,5.0,9.0
GNG4,12.0,12.0,16.0
GNG5,3.0,3.0,4.0
GNG5B,6.0,8.0,9.0
GNG7,14.0,15.0,12.0
GNG8,3.0,2.0,5.0
GNGT1,13.0,11.0,11.0
GNGT2,9.0,9.0,9.0
GNL1,73.0,63.0,93.0
GNL2,61.0,71.0,101.0
GNL3,73.0,69.0,76.0
GNL3L,94.0,84.0,106.0
GNLY,9.0,10.0,15.0
GNMT,26.0,22.0,45.0
GNPAT,85.0,90.0,110.0
GNPDA1,27.0,37.0,60.0
GNPDA2,25.0,25.0,34.0
GNPNAT1,18.0,20.0,32.0
GNPTAB,119.0,126.0,167.0
GNPTG,29.0,28.0,33.0
GNRH1,15.0,15.0,20.0
GNRH2,4.0,5.0,7.0
GNRHR,2.0,3.0,11.0
GNRHR2,21.0,22.0,24.0
GNS,44.0,43.0,60.0
GOLGA1,152.0,147.0,197.0
GOLGA2,110.0,102.0,142.0
GOLGA2P5,6.0,12.0,11.0
GOLGA3,202.0,210.0,291.0
GOLGA4,441.0,453.0,563.0
GOLGA5,93.0,105.0,147.0
GOLGA6A,54.0,54.0,83.0
GOLGA6B,4.0,3.0,5.0
GOLGA6C,7.0,9.0,10.0
GOLGA6D,8.0,7.0,14.0
GOLGA6L10,5.0,6.0,10.0
GOLGA6L19,,1.0,
GOLGA6L2,69.0,72.0,90.0
GOLGA6L22,17.0,10.0,22.0
GOLGA6L24,9.0,11.0,11.0
GOLGA6L26,2.0,3.0,12.0
GOLGA6L4,29.0,32.0,32.0
GOLGA6L6,79.0,78.0,108.0
GOLGA6L7,74.0,79.0,108.0
GOLGA6L9,52.0,57.0,67.0
GOLGA7,16.0,26.0,27.0
GOLGA7B,17.0,18.0,30.0
GOLGA8A,61.0,70.0,85.0
GOLGA8B,3.0,1.0,2.0
GOLGA8CP,6.0,6.0,10.0
GOLGA8DP,42.0,56.0,58.0
GOLGA8G,24.0,28.0,40.0
GOLGA8H,17.0,17.0,19.0
GOLGA8IP,59.0,58.0,78.0
GOLGA8J,25.0,21.0,26.0
GOLGA8K,5.0,4.0,21.0
GOLGA8M,20.0,16.0,22.0
GOLGA8O,60.0,49.0,73.0
GOLGA8Q,8.0,9.0,10.0
GOLGA8R,11.0,16.0,13.0
GOLGA8S,,,5.0
GOLGA8T,3.0,2.0,4.0
GOLGB1,541.0,556.0,718.0
GOLIM4,88.0,96.0,147.0
GOLM1,73.0,69.0,91.0
GOLM2,65.0,69.0,84.0
GOLPH3,38.0,35.0,47.0
GOLPH3L,24.0,27.0,55.0
GOLT1A,8.0,6.0,16.0
GOLT1B,3.0,4.0,4.0
GON4L,208.0,216.0,254.0
GON7,11.0,13.0,15.0
GOPC,59.0,63.0,80.0
GORAB,35.0,32.0,60.0
GORASP1,4.0,5.0,6.0
GORASP2,23.0,20.0,25.0
GOSR1,43.0,47.0,57.0
GOSR2,13.0,15.0,26.0
GOT1,54.0,46.0,70.0
GOT1L1,35.0,37.0,54.0
GOT2,42.0,47.0,64.0
GP1BA,44.0,40.0,75.0
GP1BB,11.0,15.0,15.0
GP2,57.0,58.0,66.0
GP5,36.0,43.0,41.0
GP6,32.0,24.0,34.0
GP9,13.0,17.0,18.0
GPA33,35.0,32.0,46.0
GPAA1,15.0,18.0,31.0
GPALPP1,27.0,25.0,29.0
GPAM,81.0,77.0,104.0
GPANK1,49.0,47.0,57.0
GPAT2,70.0,88.0,113.0
GPAT3,47.0,39.0,61.0
GPAT4,48.0,46.0,60.0
GPATCH1,105.0,100.0,152.0
GPATCH11,28.0,21.0,47.0
GPATCH2,54.0,53.0,80.0
GPATCH2L,63.0,61.0,76.0
GPATCH3,55.0,58.0,64.0
GPATCH4,63.0,66.0,77.0
GPATCH8,159.0,151.0,198.0
GPBAR1,12.0,11.0,14.0
GPBP1,63.0,64.0,87.0
GPBP1L1,60.0,48.0,68.0
GPC1,58.0,51.0,76.0
GPC2,43.0,41.0,62.0
GPC3,29.0,26.0,53.0
GPC4,53.0,53.0,75.0
GPC5,51.0,51.0,55.0
GPC6,56.0,54.0,78.0
GPCPD1,75.0,66.0,112.0
GPD1,51.0,49.0,70.0
GPD1L,40.0,47.0,63.0
GPD2,83.0,91.0,127.0
GPER1,7.0,11.0,9.0
GPHA2,7.0,8.0,20.0
GPHB5,15.0,16.0,26.0
GPHN,89.0,99.0,115.0
GPI,52.0,55.0,73.0
GPIHBP1,1.0,3.0,12.0
GPKOW,56.0,60.0,76.0
GPLD1,57.0,57.0,107.0
GPM6A,12.0,10.0,20.0
GPM6B,11.0,9.0,16.0
GPN1,25.0,26.0,34.0
GPN2,9.0,11.0,19.0
GPN3,7.0,10.0,13.0
GPNMB,32.0,34.0,46.0
GPR101,64.0,71.0,81.0
GPR107,47.0,47.0,62.0
GPR108,48.0,46.0,55.0
GPR119,4.0,6.0,10.0
GPR12,12.0,13.0,10.0
GPR132,29.0,32.0,30.0
GPR135,16.0,20.0,26.0
GPR137,33.0,34.0,47.0
GPR137B,21.0,26.0,25.0
GPR137C,16.0,23.0,34.0
GPR139,2.0,2.0,8.0
GPR141,10.0,14.0,16.0
GPR142,28.0,25.0,47.0
GPR143,20.0,26.0,36.0
GPR146,20.0,20.0,24.0
GPR148,19.0,19.0,15.0
GPR149,70.0,67.0,90.0
GPR15,15.0,13.0,17.0
GPR150,14.0,15.0,29.0
GPR151,29.0,27.0,34.0
GPR152,12.0,13.0,19.0
